,venue_name,id,created_at,text
609,Cardio Go,4ea88583e3005b03fe3b7a45,2011-10-26T22:11:15.000Z,Workouts with Jenna will get u fit for sure. Try her bootcamp classes on Tue and Thu evenings.
610,Cardio Go,542ee2a2498ec34238c74a4f,2014-10-03T17:53:38.000Z,One if the few places to offer Pilates
611,Cardio Go,542ee2b1498ec34238c74b3b,2014-10-03T17:53:53.000Z,Bathrooms are kinda gross
620,The Underground Dance Centre,5d981e333d41e2000603a753,2019-10-05T04:38:11.000Z,"Beginner Jamaican Dancehall with AJ on Thursday’s is where it’s at. Get ready to be hot and sweaty while you spruce up those dance moves. And yes, you will be terrible but so is everyone else."
621,The Underground Dance Centre,56a16f8a498eeae88a155647,2016-01-21T23:53:46.000Z,"George Absi is sweet, positive & a great choreographer. Beginner Contemporary class was so good; I was so so bad! I'll be back. 😁"
622,The Underground Dance Centre,62d0add4ef245d2375378960,2022-07-14T23:59:16.000Z,"Love love the Vogue class with Matthew, a must go!"
623,The Underground Dance Centre,589f219d9168027a23b81231,2017-02-11T14:37:17.000Z,Choreography isn't about overthinking but trusting yourself
624,Exercise Room,4f1b5a29e4b0d790429d807d,2012-01-22T00:36:57.000Z,Gym officially closes at midnight but I've stayed till 1 or 2am sometimes before they ask me to leave
625,Exercise Room,4de7df04e4cdfedb8aa8b9dc,2011-06-02T19:05:40.000Z,Get here before 2pm to avoid all the shade
626,Toronto Raptors Basketball Club,516b6664498e44df7a8d7726,2013-04-15T02:31:00.000Z,Tres biennn.....
701,Hart House Fitness Centre,53e7c357498e1f3f1a22ea3c,2014-08-10T19:09:11.000Z,"As a Darkroom Curator, I have to say HH is one of the best buildings in U of T for food, gym, and interesting people"
702,Hart House Fitness Centre,515b350ce4b07e39b9224bbc,2013-04-02T19:44:12.000Z,"Did you know that aside from a wide array of events, Hart House offers classes for every interest from film making to archery and dance? Join us during Doors Open on May 25-26, 2013!"
703,Hart House Fitness Centre,4d882a29cea64eb9cf2c3266,2011-03-22T04:48:41.000Z,Pricey but worth it.  A secret jewel on campus. Sunday brunch is a must try.  It overlooks the Great Hall and is just a sight to behold.
704,Hart House Fitness Centre,57e499e3cd104ad3c0f860a5,2016-09-23T02:56:35.000Z,I just saw Tideline. It was a very good production with a great final scene of the dead father being buried at sea.
705,Hart House Fitness Centre,4ebab4f661af8c1a07c87116,2011-11-09T17:14:30.000Z,Every 2nd Wednesday there's a 5Buck lunch in the Great Hall. Each event is hosted by a different group or charity
706,Hart House Fitness Centre,4e7bb056d16462c76409ec85,2011-09-22T22:01:58.000Z,"HH has a good collection of magazines and international news papers, just ask at the front desk."
707,Hart House Fitness Centre,4f3958a5e4b0d26ba2f92008,2012-02-13T18:38:29.000Z,"Has a couple of pianos for people who want to play. However, to play the grand piano you need special permission."
708,Hart House Fitness Centre,5111ba13e4b0af358d0b09f9,2013-02-06T02:04:03.000Z,Hart House is hosting The Sweetest Sin February 14th 2013! It is an event not to miss!
709,Hart House Fitness Centre,514dbef7e4b08a4f5e2e22d1,2013-03-23T14:40:55.000Z,Best library ever!
710,Hart House Fitness Centre,4d4f56aea9dd2d431c8beab3,2011-02-07T02:19:26.000Z,"Ask at the front desk about getting access to the Record Room, or booking other space at Hart House."
984,Goodlife Fitness,5b998e1ff2554e002cf6bbed,2018-09-12T22:07:27.000Z,"Yes it's not the biggest, but even when crowded there is hardly a wait. Nice staff, and machines."
985,Goodlife Fitness,54ebc4a4498e7ea82a71c35b,2015-02-24T00:24:04.000Z,"Small [mini?] gym, tiny locker room but it's clean and the equipment looks fairly new."
986,Goodlife Fitness,5c795a15029a55003916b74c,2019-03-01T16:13:09.000Z,There are a lot of people in this gym who are only going to the gym to say they were in the gym. If that makes sense.
987,Goodlife Fitness,4fcacdc9e4b0e6dca782386c,2012-06-03T02:36:57.000Z,Great laid back staff.
988,Goodlife Fitness,500c37e8e4b001d6c5ed2cb3,2012-07-22T17:27:04.000Z,This location is the smallest in the city but if you come off-peak it's not busy. Serious bro factor :/
989,Goodlife Fitness,4eb95c3b469073bbc7cc3e4f,2011-11-08T16:43:39.000Z,Tiny tiny space. Awesome punching bags though.
990,Goodlife Fitness,4eced46f6c2510acdf1da9b9,2011-11-24T23:34:07.000Z,Pretty gross as far as Goodlifes go.
1001,Spiritwind Internal Arts,50ce0be9e4b03ef083f32253,2012-12-16T17:59:05.000Z,Come with your bottle of water. It gets warm really quickly.
1020,Mula Yoga,5196e82c498e6cc06b66fc16,2013-05-18T02:32:12.000Z,"Love this studio, Hana is awesome!"
1021,Mula Yoga,53e42d0f498e86ef65263b30,2014-08-08T01:51:11.000Z,Hana is awesome. Love her classes.
1022,YogaSpace,5674c12e38fa6ec4a542af0c,2015-12-19T02:30:06.000Z,"Emily's 7:30pm #restorative #yoga class is great. Candles, #massage, #aromatherapy, helpful adjustments. Save $$$ & skip the #spa."
1023,YogaSpace,579ac586498ee7accb9adbfc,2016-07-29T02:55:02.000Z,"One of the best, very relaxing and welcome atmosphere, and great teachers."
1024,YogaSpace,55ac69c8498e000c2927f01d,2015-07-20T03:23:52.000Z,"Really fantastic yoga classes in a beautiful, clean space."
1025,YogaSpace,52e84a14498ed16db0e7065b,2014-01-29T00:23:48.000Z,Great classes & teachers but very cramped changing room and waiting area. Only place I've seen worse is Downward Dog.
1026,YogaSpace,5575b731498e1ee824a0d867,2015-06-08T15:39:29.000Z,#Vinyasa #Restorative Flow w/Sarah is great. Perfect balance of working & relaxing/napping.
1027,YogaSpace,51b134cd498e66da93f8b90a,2013-06-07T01:18:05.000Z,For an amazing therapeutic gaga massage this is the place to be. So Zen right now.
1028,YogaSpace,502af746e4b0a1ba9807fe78,2012-08-15T01:11:34.000Z,Tuesday night restorative with the team is simply divine.
1029,YogaSpace,54034120498ec4d2aba55447,2014-08-31T15:37:04.000Z,Roger's vinyasa class is challenging and dynamic
1030,YogaSpace,5307e5eb498e5c7a29f85cdf,2014-02-21T23:48:59.000Z,Fiona's Vinyasa classes are pure bliss.
1031,YogaSpace,4e2f4d72e4cdb5a70d67666f,2011-07-26T23:27:46.000Z,Yin Yoga is a delightful escape.
1077,Fit Squad Training,59cbe3cf840fc2113dd691b9,2017-09-27T17:45:51.000Z,"In addition to targeted workouts our personal training & group training programs also includes personalized nutrition, progress monitoring, as well as access to our online training platform."
1078,Fit Squad Training,59cbe36172475028342ade9a,2017-09-27T17:44:01.000Z,Our workouts are carefully crafted to optimize results. Each session builds on the last so that you are always moving forward and evolving towards a fitter you.
1079,Fit Squad Training,59cbe314f870fd4a73c95cff,2017-09-27T17:42:44.000Z,We don’t sell gym memberships. We don’t sell exercise. What we sell is exceptional coaching and the tools to unlock your full potential.
1090,Barre3,58802a0eca10706e67f3bf2f,2017-01-19T02:53:02.000Z,Workouts are great. The instructors always mention other possible variations.
1091,Barre3,55cf6b8c498ecf2c780ac8e2,2015-08-15T16:40:44.000Z,Live in NY but signed up for this class via Classpass while visiting toronto.
1092,Studio Lagree California Body,55ac685a498e0af29ed03e39,2015-07-20T03:17:46.000Z,"So, so hard. You'll feel it for days after. Sign up in advance, and it's definitely worth buying the grip socks."
1093,Oasis Fitness Centre,4fe90b72e4b0dbf79c0f8948,2012-06-26T01:08:02.000Z,"Check out the sauna! The highest temp is 90, but feels like 180 due to humidity. Great for your skin & body to sweat!"
1094,Oasis Fitness Centre,56ad5ad0498e691a0cc1db5e,2016-01-31T00:52:32.000Z,"Like a somebody u know, sweat it out. U know horses🐴 sweat. People perspire 😥."
1095,Oasis Fitness Centre,50c2b50fe4b0794e9934665b,2012-12-08T03:33:35.000Z,25lb. Weights have been gone forever so don't bother looking around for them.
1096,Alexandra Yacht Club,4fe6f8ece4b0a0c3b08ccc15,2012-06-24T11:24:28.000Z,Members Friendly!
1097,Your House Fitness,570bcfd7498e6533d22417a5,2016-04-11T16:24:55.000Z,http://www.yourhousefitness.com/blog/2016/4/11/tips-to-stay-healthy-during-pregnancy
1098,Your House Fitness,57277044498eaed62538cb78,2016-05-02T15:20:36.000Z,http://www.yourhousefitness.com/blog/2016/5/2/occupational-wellness-the-importance-of-corporate-health-promotion
1099,Your House Fitness,570bc5d9498e8723f958dd38,2016-04-11T15:42:17.000Z,Email us today for a 60 Minute Introduction. http://www.yourhousefitness.com
1100,Your House Fitness,570bcfb9498eb3c733657e3c,2016-04-11T16:24:25.000Z,http://www.yourhousefitness.com/blog/2016/4/3/doing-excess-cardio-and-not-getting-the-results
1101,Your House Fitness,57502743498ea281d675f69f,2016-06-02T12:32:03.000Z,http://www.yourhousefitness.com/blog/2016/5/30/looking-out-for-carpal-tunnel-syndrome
1102,Your House Fitness,570bcf98498e5384f5adf515,2016-04-11T16:23:52.000Z,http://www.yourhousefitness.com/blog/2016/3/28/tired-of-your-traditional-cardio
1103,Your House Fitness,57154e7acd104871a59504ae,2016-04-18T21:15:38.000Z,http://www.yourhousefitness.com/blog/2016/4/12/1clx2p23rmbo3p9754o6kc0js7zj53
1104,Your House Fitness,57585587498e8b297cf7d5d8,2016-06-08T17:27:35.000Z,http://www.yourhousefitness.com/blog/2016/6/6/a-different-way-of-stretching
1105,Gym at Montage,508c94f3e4b09bdc36fcf81b,2012-10-28T02:14:11.000Z,They added a treadmill on the 2nd floor.
1106,To Kinesiology,5c703610bcbf7a002cd954f4,2019-02-22T17:49:04.000Z,Knowledgeable and professional personal trainers who are also registered kinesiologists
1107,To Kinesiology,5c7035dd8ad62e0039137fde,2019-02-22T17:48:13.000Z,Qualified and professional personal trainer who are also kinesiologists!
1175,Body Harmonics Pilates,4fa55feae4b02e6a5554e845,2012-05-05T17:14:18.000Z,PILATES is good for you and your body!!
1176,World TKD,4d4a0ba25129a35d37fa3fac,2011-02-03T01:57:54.000Z,This is the best way to get fit and the best place to do it.
1177,Hone Fitness,5e0692db174fec00062b0998,2019-12-27T23:25:15.000Z,"Newer location. Small, but very good machines and weights. It can get a bit humid and warm when seasons change though."
1178,Hone Fitness,61ae37b32e165c5c997d2228,2021-12-06T16:17:55.000Z,Mornings are when I usually visit and I have no trouble getting to use squat racks or aerobic machines
1229,LA Fitness,540c9f40498ebc41add9614f,2014-09-07T18:09:04.000Z,Lets go start again?? 💪
1230,Glanville Mediation Svc,4b48c56e70c603bb00cf8fb4,2010-01-09T18:05:34.000Z,"Sit back, relax, and have a chat with Ken!"
1231,For the Love of It School of Dance,4bb2b63a70c603bb354196b4,2010-03-31T02:40:58.000Z,Be careful picking up or dropping off your kids. The Parking Enforcement Officers love to stake out Glen Manor looking for illegally parked cars. After 9 pm Queen East is free.
1232,For the Love of It School of Dance,4ba8146470c603bb725895b4,2010-03-23T01:07:48.000Z,Great dance classes for kids 4-18.
1233,Downward Dog Yoga Centre-Beaches,4bddfe5b70c603bbae0e9ab4,2010-05-02T22:36:11.000Z,Mysore in the mornin for a great start to yer day
1234,Moksha Yoga Danforth,51374fb7e4b0b7e1c5e378a5,2013-03-06T14:16:23.000Z,"Anytime you see a ""live music"" class on the schedule be sure to sign up! Live music + your favorite practice (often silently lead) = pure bliss & a lot of singing-a-long-in-savasana."
1235,Moksha Yoga Danforth,4bc779ab70c603bb8cf597b4,2010-04-15T20:40:11.000Z,Go to Moksha Yoga on the Danforth and get one week unlimited hot yoga for $20! (First timers only - Bring lots of water and extra towels)
1236,Moksha Yoga Danforth,4fd411dae4b0191b9c3c015d,2012-06-10T03:17:46.000Z,Early morning classes with Scott or Amanda are a wonderful way to start your day.
1237,Moksha Yoga Danforth,4fc451a2e4b0d678233e05c4,2012-05-29T04:33:38.000Z,Check out Thurs 8pm Moksha/Yin class with live music!
1238,Moksha Yoga Danforth,4ce4769176388cfa011c2403,2010-11-18T00:42:57.000Z,Megan is such a phenomenal RMT!  Definitely try asha massage at the back of the studio!
1239,Moksha Yoga Danforth,54e51a5a498e088356ab9299,2015-02-18T23:03:54.000Z,Staff are super friendly
1240,Spirit Loft,56e3878e498eab4c3e66be52,2016-03-12T03:05:50.000Z,absolutely wonderful studio - try their movement lab classes with Sarah!
1241,Spirit Loft,4f481296e4b072f5aa13759e,2012-02-24T22:43:34.000Z,Release your physical and mental tensions at our beautiful and intimate yoga loft in Leslieville! See you on the mat!
1242,Spirit Loft,4f4812a8e4b0d125f5d4a3e4,2012-02-24T22:43:52.000Z,Visit us online!
1243,Riverdale Pilates,4be345b970c603bbfb7d9ab4,2010-05-06T22:42:01.000Z,These people know their stuff. Get ready for an ab and butt workout!
1244,Risque Fitness,51ba8b60498e5fdf58a98cf0,2013-06-14T03:17:52.000Z,Nice instructor and very friendly
1245,Bikram Yoga Beaches,4d6d701940fc8eec5789a5ba,2011-03-01T22:15:53.000Z,Frozen bottle of eska water will save your life. Best yoga spot in town
1246,Bikram Yoga Beaches,4f01fe8ebe7bbcd4f5948b72,2012-01-02T18:59:26.000Z,Get there early - classes fill fast.
1247,Bikram Yoga Beaches,4d9289ea7ac3a35d7d9cc325,2011-03-30T01:39:54.000Z,Try the coconut milk after class. A Caesar works too.
1248,Bikram Yoga Beaches,4fc452e3e4b0093f0b090386,2012-05-29T04:38:59.000Z,Facilities much nicer than Bikram on Bloor
1249,Bikram Yoga Beaches,4db839a31e7206c23d0340fe,2011-04-27T15:43:31.000Z,Best stretch of your life! SPANDEX
1250,Bikram Yoga Beaches,4d14ebd3816af04d1ae33fc2,2010-12-24T18:52:03.000Z,Watch out for the dragon. Keep to the middle of the floor
1251,Bikram Yoga Beaches,4d92894af10ea093cc71161e,2011-03-30T01:37:14.000Z,Favorite yoga spot in TO.
1252,Beaches Hot Yoga,59d257cf1bc704543ce49834,2017-10-02T15:14:23.000Z,"Recently got into hot yoga. This place is an amazing environment, in every class there are total beginners all the way up to seasoned yoga vets. The teachers are top notch. Try it, you'll love it!"
1253,Cardio - Go,52a22ec311d2d6769f7e7d4d,2013-12-06T20:08:35.000Z,Boot camp turned me into a rock star...
1254,Quad East,4ebbe7c8d3e31a8e61acfc6c,2011-11-10T15:03:36.000Z,"One of the best fitness spots in the East end. Supportive and dynamic instructors, a great sense of community and top-notch equipment. My life feels incomplete if I miss a day. Spin, spin, suga!"
1255,Quad East,50991b5ee4b03fd222f53987,2012-11-06T14:14:54.000Z,"Great, supportive, fun environment and a beautiful space. Work outs like nothing I've ever done. Great music.  Boot camps are *amazing.*Top marks to instructor Derek, an amazing taskmaster."
1256,Quad East,52cace9511d25f24f2c98a0a,2014-01-06T15:41:09.000Z,Be sure to pop into Dark Horse for a coffee after class. The place is packed with a sweaty post-spin crowd and it's a great moment to meet other people from class.
1257,Quad East,52cace4111d21cad310e2023,2014-01-06T15:39:45.000Z,"One of my favourite workout haunts in the city. Gorgeous space, top notch instructors and always lots of bikes!"
1258,Quad East,53dd2ff4498e64c61f09b82f,2014-08-02T18:37:40.000Z,Love all the instructors. Bruce's classes are amazing. Great music every time.
1265,Pole Inc,51aceeec498ec8acc244729f,2013-06-03T19:30:52.000Z,remember to buzz 203 after 6 pm and weekends!! :)
1266,Access Ballroom,5b16a314e0c0c9003977bac8,2018-06-05T14:49:56.000Z,It is always a blast dancing at Access Ballroom studio. They have group classes 6 days a week. Privates Lessons everyday of the week and Social Dancing 2 times a week.
1267,Access Ballroom,643f07408ce59252c639d5f6,2023-04-18T21:10:24.000Z,"Dance lessons here are fun. They have Salsa, Bachata, Tango Classes and even more. They have classes to learn for fun or if you want to compete"
1268,Access Ballroom,5b12fcf1364d97002c1fee77,2018-06-02T20:24:17.000Z,Dancing here is always a lot of fun. Really allowing yourself to let go and dance
1269,Access Ballroom,5b12fd955bf1b30024fcbb48,2018-06-02T20:27:01.000Z,"Great atmosphere, friendly students (both singles and couples), fun lessons and we’ve learned a lot in just a few months!"
1270,Access Ballroom,5b12fe98fd16bb002c3c8236,2018-06-02T20:31:20.000Z,Make sure that you go on Stephenson Ave to find the entrance
1271,Access Ballroom,64a5ab3eef88a23ede11b050,2023-07-05T17:41:18.000Z,"Access Ballroom Shoes , 1463 Gerrard St, E Toronto, ON 2nd Floor"
1272,Yogathletix,50eae473e4b0fe07e578f1e1,2013-01-07T15:06:27.000Z,Try out our Mindful Fitness/Yoga studio with our Introductory 30 Days Unlimited Special for only $40!
1273,Torq Ride,576d5157498ed045144e00ad,2016-06-24T15:27:19.000Z,"Great brand new facility - excellent cooling in the studio, bikes have great analytics they email to you after your ride, very friendly team"
1274,Torq Ride,58727a392321c6675baa85ff,2017-01-08T17:43:21.000Z,"Amazing instructors, beautiful modern studio."
1276,Garment Factory Lofts,5c4d3365da5ede002cc29787,2019-01-27T04:28:21.000Z,Condo not gym as indicated
1277,Fortis Fitness,53e2fabb11d21e6100f02b36,2014-08-07T04:04:11.000Z,Great for power lifters and Olympic lifters alike! They don't mess around here!
1278,Fortis Fitness,4f23f81ae4b04765792cf4c7,2012-01-28T13:28:58.000Z,Only $40/mth pay as you go. Awesome strength training equipment and open 24hrs. Wicked trainers too!
1279,Fortis Fitness,4b8f51ef70c603bb978293b4,2010-03-04T06:23:43.000Z,The cleaners show up around midnight. They speak very little English. I may have upset them when I asked them not to mop where I was working out so make sure when you talk to them to smile.   :-)
1280,Fortis Fitness,4f7f452ce4b0c2f76456955e,2012-04-06T19:34:04.000Z,Powerlifting Mecca !!!!!
1281,Fortis Fitness Inc,545adad7498eb4896232c09c,2014-11-06T02:20:07.000Z,Great atmosphere. Very serious lifters.
1282,Brass Vixens,4fa84dcee4b0401b64c9d10f,2012-05-07T22:33:50.000Z,Take a class or a teaser class by any of the instructors. They are all super nice and make you work your butt off!
1286,Yoga Mamas,55d7d829498e7cace9d7cd59,2015-08-22T02:02:17.000Z,A real gem of a special place for mamas.
1288,fitbot STUDIO,51d0cef1498ee1b8a3084ce2,2013-07-01T00:36:01.000Z,Great studio space! Fun energetic classes too. The owner is a joy!
1289,Redwood Hot Yoga,5388ef0d498e2bbfc1c300a4,2014-05-30T20:50:21.000Z,"STAY AWAY! I just finished a 2 week trial going almost everyday and trying different teachers. The studio smells like mold, the floors are dirty and the classes were not very good. Go anywhere else."
1290,StrengthBox,4cdbfb6439172d43aa4d83d8,2010-11-11T14:19:16.000Z,"For the best workout ever! Become a lithe, fit human animal and have fun with an amazing, diverse and supportive community of healthy people."
1291,StrengthBox,4d459ddc5393a090a3d89561,2011-01-30T17:20:28.000Z,Looking forward to attending a free sport kettlebell workshop with Boris today.
1292,Crescent Town Club,50ce0e24e4b06f07dfaf4a13,2012-12-16T18:08:36.000Z,Best way to navigate through this place is to go with a veteran ;) it's like walking through a mini city when making your way there.
1293,Crescent Town Club,55ca9c39498e7c060954adda,2015-08-12T01:07:05.000Z,My go to gym
1295,Legacy Indoor Cycling,4f490ceee4b07d0dde5c3602,2012-02-25T16:31:42.000Z,Great new studio in the east end. Check out Andy's class. He has amazing energy every time!
1296,Legacy Indoor Cycling,522a601a11d28bcdb3b0d003,2013-09-06T23:07:06.000Z,Bring ear plugs to avoid hearing damage.
1297,Tidal CrossFit Danforth,53e3e40d498e7e6b794e870c,2014-08-07T20:39:41.000Z,The trainers work you hard.
1298,Fit4Less,56ce7a65498eb4ccb7dbfee8,2016-02-25T03:52:05.000Z,Great place for regular folk. Not very busy most the time so you don't have to wait for machines. It's cheap too!
1299,Fit4Less,5709ade4cd106988fd25883f,2016-04-10T01:35:32.000Z,Machines are nice and new. Not too busy. Open 24/7
1300,Bikram Yoga East York,51ef1932498ea1f8cf73dd77,2013-07-24T00:00:50.000Z,"Hottest Bikram yoga studio in North America! I've been to many in the US and the Greater Toronto Area: it's the best one! Be mentally prepared to stand the heat coz it's hot, hot, hot! I love it!"
1301,Bikram Yoga East York,4f0b6deee4b0986c5be91496,2012-01-09T22:45:02.000Z,Beautiful hot yoga studio very conveniently located midtown with plenty free parking.
1302,Bikram Yoga East York,5098247ce4b02645e11e284d,2012-11-05T20:41:32.000Z,Beautiful studio! Get ready to sweat!! :D
1303,Bikram Yoga East York,50a26b3de4b053918b87ab89,2012-11-13T15:46:05.000Z,90 minutes to kill yourself ;)
1304,Pure Fitness Canada Inc,5c0ea77323472400398622f5,2018-12-10T17:50:43.000Z,The fact that the owners are on premises makes for a good club
1305,Pure Fitness Canada Inc,4fc12aa7e4b0a06f8e706462,2012-05-26T19:10:31.000Z,"Friendly staff, plenty of equipment, never too crowded and all around clean facility."
1306,Pure Fitness Canada Inc,54eddec4498edc38a2fc098a,2015-02-25T14:40:04.000Z,Great atmosphere
1307,Pure Fitness Canada Inc,4ed8dc5d77c8274efb369bc8,2011-12-02T14:10:37.000Z,Great gym. Equipment always in good condition.
1308,Pure Fitness Canada Inc,4c139249a5eb76b03c18c0b7,2010-06-12T13:57:29.000Z,Do a free workout here and you'll know what I'm talking about...great staff and facility!
1309,Pure Fitness Canada Inc,4c8527d4e602b1f73fe7b47a,2010-09-06T17:41:40.000Z,"Watch these guys carefully. If they get your credit card number you'll find ""accidental"" charges applied even after you quit."
1310,Power Yoga Canada Leaside,55180343498e29c4520de1d5,2015-03-29T13:50:59.000Z,Karma classes on Sundays $5 - proceeds go to Africa Yoga Project
1311,Power Yoga Canada Leaside,5311eb13498e8927d17edb3e,2014-03-01T14:13:39.000Z,Take Michelle's class it's amazing.
1312,Childrens Fitness Centres of Canada,54edde65498e4d17cd419085,2015-02-25T14:38:29.000Z,Great place .. they host nice kids parties
1325,Cross Fit Quantum,515d65dde4b0f83164bc4993,2013-04-04T11:37:01.000Z,Great coaches and great people to workout with
1326,Cross Fit Quantum,4e6243441495676d55a7034f,2011-09-03T15:09:56.000Z,Get huge here and catch up on the latest in burger gourmet in TO
1336,BOMB Wellness,4f8afe8ae4b01832073be255,2012-04-15T16:59:54.000Z,Kids yoga Sundays @ 10:45am with Jodi. Parents get your butts kicked at the same time in boot camp with Janice. Whole family fitness fun!
1337,BOMB Wellness,4f4049e2e4b0e9ea79f864e4,2012-02-19T01:01:22.000Z,Great class based gym...highly recommend it.
1338,BOMB Wellness,4f523c50e4b0b58937c7348e,2012-03-03T15:44:16.000Z,Stack attack on Saturday mornings will kick your ass.
1339,Kc Fitt,4eaddc9582315d0ca5c8c297,2011-10-30T23:24:05.000Z,In my opinion Kimchan is the best and most knowledgable trainer you can find in the city.
1340,Fight Club,4d0be50bf29c236a3905bfe7,2010-12-17T22:32:43.000Z,Rule #1. Don't talk about Fight Club
1344,Innovative Rhythm Dance Studios,5242029a11d219ecb9efc11f,2013-09-24T21:22:34.000Z,"If you're waiting for your dancer, check out Pristine Fine Foods next door. Amazing Italian prosciutto!"
1345,Boulderz Climbing Centre,53f2c5f3498eda82af54a836,2014-08-19T03:35:15.000Z,This place is so great. It's very clean and well maintained. The staff are very friendly and helpful. It's great for kids and experienced climbers alike. You won't be disappointed.
1346,Boulderz Climbing Centre,53b6127b498ea66d879b98e4,2014-07-04T02:33:31.000Z,Newest climbing gym in the GTA. It's a haul to get to if you're a downtowner but worth the trip. Massively spacious with spicy & challenging routes. Plus there's a secret slide in the back!
1347,Boulderz Climbing Centre,5b467f05acb00b00398a13db,2018-07-11T22:04:53.000Z,"Best climbing gym in Toronto! Great staff, new problems all the time! Love it here."
1348,Boulderz Climbing Centre,5535ccfb498eb01f9743b0b0,2015-04-21T04:07:23.000Z,The name says it all. This place is more for the boulders than belays.  Their staffs are very nice!
1349,Boulderz Climbing Centre,576e0c70498e35c9cd1263d8,2016-06-25T04:45:36.000Z,If you're struggling go to the kids area. You are rewarded with a slide :)
1350,Etobicoke Fitness Boot Camp Body Buster Fitness,53f276dd498e89b2821af62c,2014-08-18T21:57:49.000Z,Great workout for men and women of all fitness levels. #etobicoke #etobicokebootcamp Body Buster Fitness
1351,Etobicoke Fitness Boot Camp Body Buster Fitness,541c0435498e98ee9d88cc66,2014-09-19T10:23:49.000Z,Working out in a group is very motivating in a fitness routine. #fitness #bootcamp #etobicoke
1352,Etobicoke Fitness Boot Camp Body Buster Fitness,541840c6498ec4cb9aa818d4,2014-09-16T13:53:10.000Z,9:30am fitness class in south Etobicoke with Body Buster Fitness Bootcamp
1353,Etobicoke Fitness Boot Camp Body Buster Fitness,5395abb7498e099c9fe424bc,2014-06-09T12:42:31.000Z,Wicked Fitness Programs to get in shape!
1354,Etobicoke Fitness Boot Camp Body Buster Fitness,53e94b9d498e2174475e0ebb,2014-08-11T23:02:53.000Z,Wicked Classes Body Buster Fitness Bootcamp
1355,Moksha Yoga Bloor West Village,508683b2e4b0b68d73424ef5,2012-10-23T11:46:58.000Z,"Come enjoy a silent class with me (with a little wee bit of music) revitalize your body, revitalize your mind..."
1356,Moksha Yoga Bloor West Village,50eef5f0e4b090489202c1bd,2013-01-10T17:10:08.000Z,"There are no lockers so wouldn't bring anything valuable if you are unsure about leaving it unattended. Either way, there is only one class running at a time."
1357,Moksha Yoga Bloor West Village,4d5ac5ea3358a09026979344,2011-02-15T18:28:58.000Z,"If you tend to feel sick after class, try putting an Emergen-C in your water. It works wonders!"
1358,Moksha Yoga Bloor West Village,5d0ac6153f069d0023cebcc3,2019-06-19T23:32:37.000Z,👍👍 Always good!
1359,Moksha Yoga Bloor West Village,4ecf96ae7ee5be844a299d29,2011-11-25T13:22:54.000Z,Tuesday night Ashtanga classes with Emma are reason enough to love this place.
1360,Yoga Grove,5a91f4aaa2a6ce11daddebf7,2018-02-24T23:26:34.000Z,"Excellent yoga studio in the heart of Bloor West Village. Class sizes small (max. 6 participants), instructors are top-notch, and classes cater to all levels. Highly recommend!!!"
1361,Yoga Grove,5425ba77498efbd8b532aa4b,2014-09-26T19:11:51.000Z,"New to yoga? We have the best Absolute Beginner classes around! What better place to learn yoga than in a small class of 5 with lots of individual attention, detail and opportunity for questions?"
1362,Yoga Grove,5425bbca498e8a533c8fa3be,2014-09-26T19:17:30.000Z,"Stressed? Overwhelmed? Exhausted? Try our signature restorative yoga classes, and find nourishment and healing through truly deep relaxation. These classes are for anyone - no yoga experience needed."
1363,Goodlife Fitness,54ff7490498e7a3af707f7b3,2015-03-10T22:47:44.000Z,"Just tried the SH-BAM class with Susy. Amazing! Lots of energy, lots of fun and lots of dancing"
1364,Goodlife Fitness,4e77620fc65bb91db5345a91,2011-09-19T15:38:55.000Z,Renovations Well underway. I'm the contractor!  So I know they are going well. Keep patient everyone. This place is going to be amazing
1365,Goodlife Fitness,55e5963c498e5ef08981197a,2015-09-01T12:12:44.000Z,New closet and very clean.  Try it early morning and you would love the atmosphere
1366,Goodlife Fitness,58af5439ea1c0d4bed562258,2017-02-23T21:29:29.000Z,Making the class room small and windowless may not have been the best way to go.
1367,Goodlife Fitness,4f5e35bee4b0d8f7b8902d5f,2012-03-12T17:43:26.000Z,"Newly renovated club is beautiful. Unfortunately, that also means the push on on to sell lots of new memberships. Club feels very busy and overcrowded at times."
1368,Goodlife Fitness,4f148820e4b019e99440b75c,2012-01-16T20:27:12.000Z,Don't forget to thank the construction guys for all their hard work on the renovation. The place is looking amazing
1369,Goodlife Fitness,54d4a649498e446739545093,2015-02-06T11:32:25.000Z,Looking for a personal trainer? Ask for Carly: she has the experience and she knows the science behind it.
1370,Goodlife Fitness,506cd3efe4b074cc9a75e84c,2012-10-04T00:10:23.000Z,"FANTASTIC RPM class on Wednesday nights, 7pm. Awesome instructor, great tunes."
1371,Goodlife Fitness,51cba797498ee2f60bc5c84f,2013-06-27T02:46:47.000Z,"Make sure you bring your music.. Unlike other gyms, the music in this gym is barely audible.."
1372,Goodlife Fitness,4bfac10770c603bb99d29cb4,2010-05-24T18:10:15.000Z,"Gotta try the Body Flow class! Had such a good workout today, I'm switching to two times a week! Tues and Thurs both have great instructors!"
1373,Arthur Murray Dance Studio,53224173498e3f1e79ff0bc3,2014-03-13T23:38:27.000Z,"Christina is amazing, great teacher"
1374,TAB Fitness,4f92b3abe4b0b2dfcff4f91d,2012-04-21T13:18:35.000Z,Daytime classes are here! Also pre- and post-natal fitness has arrived.
